	baseMean	log2FoldChange	lfcSE	pvalue	padj
DIO2	250.73811824690858	1.3789518256776643	0.570544320264555	0.0025646083691614942	0.012503196047567033
TLX1	78.21769993247095	1.9741319119686758	0.9543801937362084	0.0025662668448762018	0.012503196047567033
SMAD7	1282.349453340583	-1.0596616477899268	0.4108810037242474	0.0025637411548442377	0.012503196047567033
MESP2	30.109243522829093	-1.4919496904267486	0.6461767201710586	0.002583267415773449	0.012578630263350446
RP11-703I16.1	44.485275326451486	-1.1430547713026655	0.4463274830744423	0.002585265932342289	0.012584664560520835
BCL2L10	56.48741220711395	-1.4434437513859084	0.6125422569587822	0.0025875437738885287	0.012592054624839213
MEGF6	537.1003608881106	1.364744386941405	0.5629574540543026	0.0025968023883788903	0.01263340169867335
SLMAP	3223.7200300410786	-1.3561835176882473	0.5645420947186335	0.002599396719577424	0.012642312390550412
HS3ST3A1	27.450428009559584	1.084659878755571	0.42230673738897023	0.00261424283492398	0.012707060114036646
RP11-70L8.4	8.355477913286688	1.7101103600123837	0.7580398062542157	0.002628697215455292	0.012773572660853553
BEX4	497.51418706585923	-1.457063320195154	0.6201147725945184	0.002631309062687043	0.012782516915016924
RP11-532F6.3	64.23139816541811	-1.7063381049584023	0.7701669084929299	0.0026408715842450537	0.012825211400193895
BSPRY	1876.9657869200055	1.2282515645010026	0.48954597953984963	0.002644209206848115	0.01283765893482938
GJA4	259.20588269428913	1.263247233539391	0.5144381899269391	0.0026467428990632337	0.012842436636994466
ABCA5	841.4014304806541	-1.5897120540000091	0.7019259375811308	0.002646651836664607	0.012842436636994466
RP11-298C3.2	12.01703058275642	1.2781855589573374	0.5251534934742578	0.002652734409067599	0.012863976837418214
PRICKLE2	453.155131434785	-1.6147656715062901	0.7165056095872238	0.002653870576115283	0.012865722374703367
DAZAP2P1	98.79115572471981	1.5504079175399461	0.6800670117278957	0.002657436071012127	0.012879240607317547
DPEP2	87.50958834787725	-1.0140399479284186	0.38267319608509254	0.0026610861092460887	0.01289316055561354
RP11-443P15.2	48.11619917135289	-1.3954758198270838	0.5752312558404405	0.0026695001213976645	0.012926370000632863
PTRF	7479.879058557755	-1.246051156422802	0.5057691643236737	0.002678175406006204	0.012960540385957228
PDGFD	268.5795057014628	-1.2945974249189016	0.5274466840030172	0.002678902646291974	0.012960540385957228
RHOF	397.45636624125774	-1.3508887599786374	0.5666498459436453	0.00268412523768995	0.0129820180375579
RP11-480I12.5	234.9991713608925	1.346678436005359	0.5588475961225718	0.002686380551957969	0.012989135836844613
UBTD1	214.44174531379056	1.0586548226303905	0.4095281659565879	0.0026958111233258654	0.013023337035594934
ZHX1-C8orf76	20.204016074934273	1.1465573219606613	0.4618748531441483	0.002701410971987219	0.01304658708062009
CCDC28A	736.6100210053271	-1.041271871702712	0.4014446594120179	0.002703055190362878	0.01305072524913041
CES2	26512.68510690685	-1.3274301500273682	0.5659834455156629	0.002708301200244885	0.013068440289391256
MS4A12	4365.020971869211	-3.0218385752226227	2.217480653077262	0.002710128288490342	0.013073450634961414
HSD17B6	149.34474652119226	-1.4890786297939882	0.6418502203474548	0.002715017544333181	0.013089417044014682
GIPC3	121.99898886913071	-1.307007978966525	0.5330390444375848	0.002721073657359093	0.013110987171722955
RPS2	43395.218994428586	1.210326803560656	0.47807497273754374	0.002724313390270497	0.013122782459672619
CDH23	116.31116547038772	-1.0651862882740788	0.4130276699164814	0.002734358244055482	0.013153778687408725
TSPAN2	569.6951440026667	-1.7431297169386526	0.8050962601902072	0.002734130863206926	0.013153778687408725
WDR83	313.6593751281596	1.1227393320130419	0.4429282501330112	0.0027452217527225297	0.013196650391930373
FAM13C	92.23815533944564	-1.5415341949273094	0.6642746592177523	0.002750005077291513	0.013215811584838163
ITGB7	326.3847276432326	-1.267368509455061	0.519561275455365	0.0027578703017825936	0.0132420916141502
RP11-680A11.5	14.000588057499714	1.2490092583022832	0.5213849454350339	0.002760818101579486	0.013252406612707785
CASC15	67.49792484147653	1.274583952110105	0.5246074686503547	0.0027660897679171394	0.013266185735887323
RP11-776H12.1	18.723521857661623	2.010720603507952	0.9717010762627234	0.0027695688701823767	0.013279029222815417
ZNF404	31.644601720132886	-1.4556665650388274	0.6069636082298147	0.002773986857703663	0.013292521586134204
BIN2	290.195844887397	-1.2592906166985984	0.5125461272941925	0.002775402029064107	0.013295459142120686
PHLDB2	571.1737619907569	-1.5666801528327865	0.693364263756403	0.0027799355491423235	0.013313329016767989
ARHGAP6	301.7827408091622	-1.3707548525629112	0.5781311002517668	0.002796025460485537	0.013386517044352333
EVI2B	365.0002385611929	-1.4904575389150005	0.6462128965946682	0.002813795087082475	0.013463814540528876
SSBP4	1694.2394925954814	1.2720739879918614	0.5171470369017849	0.0028181086480548734	0.013479245105387148
CTD-2228K2.7	1163.7310742334205	1.872763389262413	0.8937181372636591	0.0028304499068334994	0.013516193375328509
CCDC136	131.9299912146783	-1.5091650735429523	0.6639610052394479	0.0028292002863180093	0.013516193375328509
CTD-2368P22.1	47.89873632814179	-1.2569029630350324	0.531872653960238	0.0028300423027085076	0.013516193375328509
SNHG9	148.78560242324187	1.6279307230578985	0.7395437816710707	0.002840888882055368	0.013554327351775397
CTD-3222D19.12	22.04864937244006	1.0682473037552154	0.4107000354975539	0.002855938356588723	0.013618290638796918
CCNI2	325.4076823427079	1.1363118935252343	0.45210291933741753	0.002858146440677273	0.013624899986835146
CYP39A1	214.17487045384493	1.3357687561708786	0.5553070046878856	0.002859122593693892	0.013625634557353727
LINC00896	19.515273500333368	1.5256841835234103	0.6971642790147006	0.002863659215151876	0.013643331845686215
CD96	253.64139006853154	-1.4675475426989553	0.6412773802412026	0.002868953724592206	0.013657120590741484
HIST1H3E	43.5799421591625	-1.159422271293916	0.4688471105117426	0.0028682452360072005	0.013657120590741484
RTN4R	238.32465388751723	1.3702185277827732	0.5803477366165628	0.002871536768548221	0.013665151288741535
NDUFB2-AS1	34.97934540669111	1.1549841315778862	0.46443206191139863	0.002873389211828456	0.013670041959258512
STARD9	341.9543146995615	-1.3013344592554055	0.5397609844133537	0.0028813861836328096	0.013704153800204826
TGFBR3	1190.8461477928468	-1.279326073164936	0.5291960405696771	0.002887664907830673	0.013730076261415204
TMEM61	71.46653934590971	-1.3258641366857116	0.5545743557989695	0.002891255396047985	0.01374320567522092
SEMA6A-AS1	18.797410185697377	-1.4059203478223554	0.5840118117290137	0.0028974411572117525	0.013768660315591971
LZTS1	123.26069702027691	1.270882752245937	0.520397825700503	0.002900066095325051	0.013777184158788397
G6PD	2100.551537572681	1.1163098792932231	0.44126176101183845	0.0029260194513254217	0.01387264656914155
C9orf16	1652.4352738878001	1.1720379611004597	0.4710086452460463	0.00293384211426996	0.013901781887942992
STRA13	2174.899823473622	1.1696989327885494	0.4666097157848762	0.0029413513730116346	0.01391968501688081
RP11-314A20.1	68.70102986724122	2.0830452308613587	1.0812505304159061	0.0029422451548454156	0.01391968501688081
FAM151B	23.659925862069862	1.0249688848901726	0.3976787945847628	0.0029444245536585684	0.013924061904961703
ITGB1BP2	36.18231663910254	-1.6129494414329302	0.7196728517959304	0.0029857315331886076	0.01409928779561287
NSMF	5107.508849101385	1.5208453360489513	0.6700305035546125	0.0029993098124571744	0.014155341725933275
NCOA4	8258.434049673328	-1.0423592409499969	0.4083795541972189	0.003007366339132865	0.01418932452921356
NDNF	252.53517463322635	-1.3216919296033707	0.5549754207985406	0.0030135712659138053	0.014210510307971928
EVI2A	156.4666502916993	-1.1167693675448185	0.44617583054579296	0.003028517715214669	0.01427286924358349
S100B	280.26175118457274	-1.2709423935669002	0.5362386704979537	0.0030356124668275983	0.014302238953288074
FAM64A	287.96799527794366	1.382075369287923	0.5900595652208687	0.003040838925887744	0.01432279204222488
RP11-93H24.3	20.923214719281738	1.3063103853580391	0.5394407771161815	0.0030459895561361786	0.014342976390044648
XAB2	2954.5647848801923	1.1441478545680592	0.4555266298281921	0.0030515848324646935	0.014365242430588553
SULF1	3999.6398218905842	1.4537651458188614	0.6336278061332611	0.0030569156862521435	0.014382167896573737
IGHV1-69	358.4739741999131	-2.194477485647369	1.2031100324197095	0.0030597169817535193	0.014391262478026273
TNFSF4	103.71652563486853	1.3968301813371866	0.5975861540262825	0.0030864800004359373	0.014500681974837205
TIAM1	170.18296057842306	-1.1794557830375794	0.4759705088249069	0.003097815384407418	0.014549812977204011
TINAG	401.86751197202636	-1.226693867172892	0.5086123166951798	0.0030994874895985086	0.014553542532604893
VIM-AS1	24.99947557186951	-1.3281336816205036	0.5652755228920189	0.0031005040616033457	0.01455419281253907
ULK4	149.02570673754593	1.3203598708654871	0.5606967109352504	0.0031039960583015775	0.014562336446744593
MYZAP	256.1917851060815	-1.205230884417252	0.4980397292340063	0.0031072296581267974	0.014573381885526787
SRSF9	3947.345168042515	1.2497381289641438	0.5125013457375067	0.003130869047255679	0.014667652475484138
TRIM59	198.74892459904797	1.0639987008913205	0.4191524716622794	0.003132338305003544	0.014670389207525782
MRPS31P5	21.667248977656516	1.0686580100150702	0.4176413593284014	0.003137887274832929	0.014692226435128759
IDH3B	4998.4083419263525	1.0657741646783712	0.4197555578195844	0.0031399309845041635	0.014697643622749649
RP11-159J3.1	179.16222505144685	2.919896348544115	2.1049094343546284	0.0031417116572813792	0.014701826854725823
ZNF396	62.22860625326341	-1.0646986987954523	0.41422035754031594	0.003149553864662576	0.014734365031550154
DNMT3B	108.32903916347792	1.3089680580591938	0.5487986829617724	0.003151009617484032	0.014737015916985844
NPY1R	126.16339083750968	-1.6406523096684542	0.7498228941013048	0.0031531736495535975	0.014740939628309127
GSG2	121.84917495639213	1.208462410122529	0.49710731234256406	0.0031561011748054593	0.014748344226783333
ARHGAP4	2396.7911227046366	1.3743545952108425	0.5882633927061963	0.003168918864478513	0.014799895795641407
SYNDIG1	81.65858048993492	1.1013731905808153	0.4430240628864423	0.0031789555561683794	0.01484258826577208
OLFML2A	1118.1153761825444	-1.438132920051452	0.6327842815525043	0.0031859805479040847	0.014871198980994144
GAB1	1108.1018744340442	-1.0215276912188929	0.4017335997979902	0.003188678991613861	0.014879604247184612
ST8SIA1	80.87692406235502	-1.2973424238407758	0.546721308958041	0.0031918057533675786	0.0148900029164277
GRIN3A	72.15462905841846	-1.5148513037081681	0.6956131772889629	0.003204531213445702	0.01493675614816156
ZNF667-AS1	107.86509519226178	-1.3191556291653326	0.5616420019511695	0.003208050182207933	0.014944753167536956
IL10RA	957.9220988563962	-1.0639591084153905	0.4258497668958112	0.0032172926128558035	0.014983597937084842
KCNH4	16.915489175691963	1.515418651372617	0.6648995305449883	0.0032269363882527435	0.015024289504294725
SFMBT2	217.2835785308345	-1.2426152534355581	0.5151282722695428	0.0032310183779560727	0.015030628575532392
FOXM1	1174.6029521815824	1.0654171419866192	0.41960592389552204	0.0032511056179756726	0.015111350425672118
ARHGAP5-AS1	88.32240072203477	-1.0532721213610046	0.4139866003649909	0.0032840769177464287	0.015243230162880721
IGHV3-21	1549.5533386271977	-1.9398913444433188	1.0012174681808772	0.003283207729988452	0.015243230162880721
UMODL1	44.006268653006984	1.3228743731903558	0.5687251761902413	0.003289821505159687	0.015261346612936417
TSPAN11	813.5897700074993	-1.0491526162179248	0.4180169187213546	0.003288939700317717	0.015261346612936417
COL5A2	3833.046373207706	1.313484039094674	0.5538137793281204	0.0032973522264273768	0.015287723958890565
TAF1A	116.48824515031717	1.2117109614783972	0.49886035374881443	0.0033174528493218245	0.01537231785784435
FAS	652.2654299815144	-1.07349116180313	0.429433914974844	0.0033209408910518205	0.015379881326958347
NEDD9	3697.2679834642895	-1.0255220986972666	0.4059162053271599	0.0033230535244519604	0.015385366527315989
DACH1	623.531797941078	1.3576698210292322	0.5848040639761565	0.0033324028485205368	0.015424344377053308
CMAHP	291.503519158526	-1.5250643819451775	0.6893468020270758	0.003334571774704538	0.015425768117702406
FBXL6	1620.095675516009	1.1093489770050111	0.44677578910369026	0.0033436968049405267	0.015461597081821292
SPG20	497.9289350784273	-1.5681791252393964	0.7205464371039018	0.0033477247541970944	0.015469344243327805
SCP2	6123.321500927055	-1.1648634989777529	0.48531549783753464	0.003373104976908725	0.015556264605526466
GSTM4	1788.5129853688384	-1.1466706472271184	0.47182014292149094	0.0033723789881207156	0.015556264605526466
FZD7	978.0905995221425	-1.28837701004109	0.5488308284694685	0.003374051891801287	0.0155563032285414
LGALS9C	458.96203159416007	-1.4921368135126212	0.6770258250940766	0.0033868034421825144	0.01560641285909791
B4GALT7	1264.894588676581	1.2862196045784666	0.5453452109009607	0.003390088876665621	0.015617210430998518
EPHA4	318.42877220429733	-1.180653034743719	0.48684265883350064	0.0034032323699481615	0.015673402759625112
TRIM46	31.437668331420458	1.3106028854615615	0.5668352205403324	0.0034097207899982415	0.015690206022826444
CTD-2328D6.1	34.50548967158299	1.613121618436161	0.7444586172610947	0.00340891727272268	0.015690206022826444
CCNA2	947.4892276239578	1.0327333810108261	0.40917594130422136	0.0034114802970032017	0.015693945579469352
RP3-431P23.5	52.84195030977079	1.4281074434408763	0.6408250362055875	0.0034280951993944948	0.015749094874656026
GABRE	510.2942930350599	1.3522603764155061	0.5848086500265056	0.0034274887902637653	0.015749094874656026
RNASEH1-AS1	150.8256379347097	1.0271614877199808	0.40864527635666115	0.003432222428602012	0.015763116307586134
PTGIS	675.0315859364503	-1.2786094252182274	0.5450969451772396	0.003437654528962253	0.015783690808185414
EPHA10	966.3455343136023	-1.009906941119036	0.40064986613934667	0.0034413877021054	0.015796455597451402
BMP6	184.10970260493963	-1.2949133389214906	0.564084310760429	0.0034605853217768	0.01586699908947454
NUBP2	2365.8913436060534	1.1645944323805812	0.4744367166732652	0.003464644550623403	0.015881217761776246
SOD3	4578.676413157912	1.631861257231074	0.7584379312562983	0.003465798858061761	0.01588211669128385
RP4-706A16.3	222.7376437454852	-1.5302473815800166	0.7001972878738881	0.0034738427344932687	0.01590940896402287
PRKAR1B	2507.3425269380014	1.3451509047579413	0.5811971339060464	0.0034743607725801	0.01590940896402287
C1QBP	4430.738213208011	1.0550694105107024	0.4228922747208764	0.003489052161571235	0.015971013415642978
CNKSR3	1073.297160615071	-1.0450688267958492	0.42064474818300374	0.0035070682556134344	0.016044619469167177
GFI1	176.13808774145912	-1.2442259806655758	0.5306469344841457	0.003539048771216681	0.016186460646500134
NUDT8	704.1699563540856	1.5154342184084675	0.6924781387254432	0.003558238037713774	0.01626524971734854
GLI3	335.25771967516283	-1.4613897894056371	0.6591855465859724	0.0035735709882806226	0.01632633382876277
HHIP	353.1530684326099	-1.3302091902986821	0.580655454207969	0.0035750276348463323	0.01632848802633727
PRRT1	111.29349283332527	-1.098150486110534	0.4588552048075816	0.0035788868122948025	0.01634161127101552
POMK	65.79008664522964	1.1505745061037516	0.46974835662523484	0.0035832824233189725	0.016357176030435683
KIF24	193.1286959437149	1.0667029515193773	0.4293463555082447	0.0035969576346603573	0.01641508061522451
IKZF1	469.6151074666399	-1.0787643397555993	0.4397696373934951	0.0036017898182813964	0.01643260837820373
RP1-317E23.3	25.998215009780576	-1.1598037067802802	0.47524671469201846	0.0036062910008523735	0.01644861676916018
FBLN5	1043.8013467581386	-1.0094121161565632	0.40319924643718225	0.0036324202004245527	0.01654503017918026
MYH7B	119.00662618668422	1.5634812717202455	0.7273022155280354	0.0036415322019587005	0.01658197699106194
RNASE4	85.85549785810908	-1.1153148742118546	0.45187853715130843	0.003643309365427368	0.0165823943924828
NBPF19	121.12852638540971	-1.0689170096451284	0.42805564300284804	0.0036675414641130517	0.016677503365616964
EP400NL	220.90129582757106	1.0052124179708495	0.4018213406106462	0.003670312722467544	0.016685527530142498
BCO2	35.24217599020055	-1.4901251731980545	0.6694187374039687	0.00367362894630623	0.01669602407047594
ZNF528	159.86245622558354	-1.237714908284984	0.5352438301658261	0.0036912142556445207	0.016771347666476956
EHMT2	3014.4553649880327	1.0926751133544028	0.4416427893335213	0.0036989850298659007	0.016792844938380527
SLC38A4	258.4716473471556	-1.8962784778024315	0.9853829117958675	0.0037023060703193387	0.01680331958256929
C1orf159	455.08124392288096	1.0594407627058169	0.429341619026906	0.0037061248287436864	0.0168160468208121
DIP2C	944.9982289178294	-1.1496528417818137	0.4783441476878385	0.0037156667922663665	0.0168501168486498
PIWIL4	416.2528963424862	1.2638637744574555	0.5419845012734891	0.003728039150499798	0.016892358917313874
FAM111B	452.14908887841983	1.4581338846615632	0.6609137403072061	0.0037319752874139336	0.01690095365816556
CCL20	778.6889132602125	1.2688669935509291	0.5425242820562751	0.0037452935643221175	0.016952004595477636
RP11-51O6.1	184.109677069151	1.254205021763505	0.5387545987226118	0.0037451252890844866	0.016952004595477636
CCDC124	2560.766887523082	1.155662000162464	0.47682761591558565	0.0037473961163653154	0.016956890698540842
RP1-102K2.8	8.893894320202945	1.3514531348000405	0.6062225203265532	0.0037638331677043507	0.017015941586184018
FAM13B	812.3480401137816	-1.1332099001849323	0.46971312849117447	0.003762705542079095	0.017015941586184018
C3orf67	92.44448868153552	1.897629443893912	0.9837543164230056	0.0037655791093890176	0.017015941586184018
RPS2P55	70.37008796188005	1.7478850876152476	0.8793355576305668	0.003777166037811361	0.017058999203466842
SMARCA1	415.2069479407269	-1.3674221215071412	0.6066129063202297	0.0037825953506246523	0.017078866231708966
PDE4D	887.9589475960896	-1.6131585687742844	0.7753830511847954	0.003801147541627834	0.01715328627892223
RP11-632C17__A.1	648.247583685592	1.665416061016767	0.8086634302054406	0.003824407965227558	0.017230106557120626
EPS8L1	1236.9388519004092	1.0419324078177992	0.41865473350501475	0.003827670274188787	0.017236260734930387
CPEB4	846.8081539197458	-1.0443129868668606	0.4243298359516934	0.0038379027388438665	0.017272125413070074
FAM222A	273.97537651317333	1.1257088442758214	0.46675989575275695	0.003856588069555773	0.017332686348396673
TMEM105	28.60852523218967	1.7603514628106727	0.8867037908776418	0.0038627893021199204	0.017355850550999644
LINC00482	45.825750741250665	-1.1185440795819788	0.46897651462663453	0.003881877469001261	0.017422723814973166
KLHL31	25.995641012675218	1.1408215443666596	0.46822756670967436	0.0038919500401442177	0.017463203009039092
EFEMP1	2006.4738311425433	-1.0066680621884476	0.4059769244472109	0.003894456640160902	0.017469720923049242
CD70	72.01236132421401	1.712332390404771	0.8640752143168826	0.003917544623435818	0.017559032486059677
VEPH1	22.983860779682626	-1.5494222280418692	0.7072155696384074	0.0039197896498552355	0.01756434534910801
AC004951.5	11.331532828240865	-1.2354484048660777	0.5150756530210301	0.003922319895354373	0.017570933044729387
RP11-92K2.2	67.88776465292582	1.750021770015822	0.8907231093388945	0.00392594911873873	0.017582438974086588
PPAT	404.30195184721066	1.1065140692341948	0.4541142957286868	0.003928513325599301	0.017586582702749744
SAC3D1	765.4869557776099	1.5673412871298564	0.7434210942505328	0.003930927125873509	0.017590474382114852
NCAPG	364.82063502050863	1.041505382553983	0.42216497851679846	0.003933845633563349	0.01759878309752025
EPHA2	4308.886105547986	1.142400971165179	0.47127659780057984	0.0039382508983354025	0.01761373681594962
HOXD8	151.69024960930184	-1.0887384262832744	0.4519648016342868	0.0039698192745138425	0.017745349103308234
ARNT2	304.05027861028606	-1.2776675371774666	0.5565077951394114	0.0039781209568265355	0.017777663752871348
COL5A3	467.57861712325393	1.014573486157814	0.4081459442234486	0.003984134139888134	0.017799736757047394
SKA1	174.8806777377664	1.0990521459022067	0.45561205245950476	0.003992110315908509	0.017825761984424444
COL14A1	2280.7005824841567	-1.2243242857776901	0.5298746220144738	0.004025293144822709	0.01795589603264061
NSMCE1	2235.1108614352734	1.0449350205036825	0.4256858296004049	0.004025587309640573	0.01795589603264061
FAM134B	1610.0236521218533	-1.0315279767701815	0.4204579387843364	0.004034306543071411	0.01798510784061556
PRC1	1284.8732738915126	1.1953031103088845	0.5060828107492015	0.004033937103923623	0.01798510784061556
WNT10B	29.53621681530384	-1.2107232151166638	0.5315546278183269	0.004039408564519468	0.017993334307151353
GNG12	6290.548861587411	-1.2312687874828796	0.5340344977363576	0.004072223195130889	0.01813463177305064
LINC01573	36.837918679471635	-1.6231348758696915	0.7792329784520068	0.0040817974310823095	0.018167506020458992
SNRNP25	1284.785360084949	1.2018176868417958	0.5140519863134216	0.0040897447233837775	0.01818580676612864
RP11-651P23.4	31.306794297341053	1.4401982867749692	0.6854776479315295	0.004090297895874967	0.01818580676612864
ST8SIA4	271.58530370186185	-1.0610113389645943	0.43589155439154087	0.004095780523561192	0.01820294454818236
RPS7P10	26.5394410537409	-1.1980992953311274	0.520011079362261	0.004096348908882064	0.01820294454818236
CTD-2619J13.19	13.438180011478753	1.2803989723609401	0.5572881726337165	0.004098207277565471	0.01820632152925427
AHNAK2	1836.7835506318354	-1.734139513646027	0.890240258914743	0.004106316984854041	0.018237460885304323
GABRA2	212.09468149812838	-1.7897145978506055	0.9234528725368312	0.004123344053525432	0.0183081777892269
ITPKB	1712.8357963000497	-1.1451123008464268	0.48527907813564514	0.004140644943820535	0.018370232854342982
DSEL	94.4882311013417	-1.1687576820631236	0.4918560805118375	0.004145706638237793	0.01838776760203142
GNAQ	2582.689356772629	-1.1302875993152006	0.4776437900375829	0.004155984954697122	0.018423495753972934
SSC5D	841.5555428470328	-1.4400179737912335	0.6696606878165199	0.004177546158120724	0.01850422970893934
KCNN3	400.54850100961943	-1.4159596556026335	0.660870404332408	0.004192319431328168	0.01855213485516995
LINC01311	18.11638917270396	1.1299923410392674	0.474840741384187	0.004204920147753006	0.018600627555112378
RPL12P4	25.923129597228197	1.4031982480973402	0.6440695203063482	0.004214198916310267	0.018631727670803594
TSHZ3	380.9178052356974	-1.1549636723897505	0.49169324082140564	0.004217939026628263	0.01863832027895587
RPS18P9	137.25769217059985	1.672022134719015	0.8413570835504488	0.004217750077377016	0.01863832027895587
TMC3-AS1	18.657425322240414	1.4205999960182771	0.6430501918861624	0.004220452645630536	0.01864004659891621
RASL12	366.7045442184116	-1.3104836950317746	0.584329357094035	0.004225564882779202	0.018652127278845614
ITGB3	146.70087275991096	-1.2625690936058251	0.5535399158539209	0.004228971216704251	0.018656303252063956
RP11-187E13.1	24.58987197302754	-1.0878268549139658	0.4549133475190342	0.004238218712164424	0.018688075326982
SLC47A1	78.79139868338041	-1.0129357717540206	0.411138373016227	0.004239361412329167	0.018688142396105306
GPR34	211.09685589881943	-1.3239027836412447	0.590021412448378	0.004246413573675715	0.018709278305070434
TTBK2	226.1357829938284	-1.1698620103877266	0.497895109436599	0.004284021544659016	0.01884491961324925
NCLN	6134.384937016748	1.0743099014348776	0.4400783018934379	0.004288149592455563	0.018858073625617127
RPL10P3	65.99888075454267	2.0667009971900345	1.2196141320920884	0.004313219058849686	0.01895597562244132
RP11-33O4.1	66.3344062144994	-1.1632249392632594	0.49641202341970014	0.004316129834032793	0.01895597562244132
RPS6	82256.23941703416	1.166298109276289	0.47356646285092285	0.004315916986430997	0.01895597562244132
IL20RA	665.9633535920126	1.1898860117856567	0.5095537545449761	0.004329825690981247	0.019011088961063356
WDR34	3415.6305902085824	1.1243890277875843	0.47314918001282164	0.0043345218020968655	0.01902666813288018
DUSP23	2159.651122709451	1.4205850733913743	0.6552295115180625	0.004336044558423605	0.01902831309395585
FSCN2	16.151016999835445	1.1525609699932164	0.49397087307498044	0.004340144855146078	0.019036226772703422
MZF1	816.7895388910371	1.1661235238478935	0.4978927320704947	0.004350384553785527	0.019066003167370466
PITPNM3	953.6748895413147	-1.1146598231796858	0.47247876796496036	0.004359076742268602	0.019099047582104702
ZNF667	26.87491683151509	-1.643157680531191	0.7883938645491065	0.004369078156756053	0.01913780931507177
SMIM3	921.5421879610267	1.0244426411649201	0.4204834172616873	0.0043886688903052706	0.019203322823867438
ZNF677	76.15899647013046	-1.3410335575267662	0.5966795340594568	0.004388560733216747	0.019203322823867438
RARG	943.3374473925161	1.1136173894920163	0.4656161580960309	0.00439180508929615	0.019211973965448322
RP11-706O15.1	142.52529260615077	1.0087544423857109	0.41186231223104885	0.004401568037032874	0.019249601639530312
AP5M1	1542.7820452740668	-1.0934234497790893	0.46349058043007113	0.004412379335965061	0.019291793060833784
RPL3P4	630.3203246950291	1.3471452754492457	0.6088041901669989	0.004429520565897839	0.019351424190763494
RBP1	571.7712922829005	1.3743225689142637	0.6291731223595615	0.004432084787389146	0.019356089455001852
EFS	173.55287894313543	-1.0091857101083945	0.4138872583119043	0.004441041624428659	0.019380011169272293
AC008746.12	13.904287817276032	1.197632764067096	0.5119361835419468	0.004442183128078841	0.019380011169272293
GJC1	306.73980929819504	-1.5078066236249632	0.7248981551615891	0.004450446958698564	0.019405875623143366
SKAP1	348.90752609525094	1.449603023846456	0.6784103403974375	0.004452521568314584	0.019405875623143366
TBX21	30.12703919269734	-1.4541369151477415	0.6804601605218745	0.004460508116558511	0.019425360491843756
NOS3	646.2264223579218	1.1589405887134192	0.49789562802624454	0.0044850970333008	0.01952218574762625
GHR	220.6640750640991	-1.2998122887957193	0.5844384299987485	0.004492645354726383	0.019549907260328115
RAI2	403.62833098444077	-1.1929281685302948	0.5209737694419178	0.004503786910713335	0.019588104971155477
RP1-198K11.5	28.060489992346476	1.198749875711929	0.530783842740737	0.004506852145452355	0.019591155077595797
RP5-1159O4.1	52.274237086686455	1.085996968187052	0.4587114096961674	0.004518238991203276	0.019630356822855646
FAM50A	2918.3285135582014	1.1459782723089609	0.48991519372188186	0.004521263581625003	0.019633205099668437
MRPL38	421.48543924295404	1.1909420455526867	0.5185350481522183	0.004530952517370321	0.01967012518999818
CROT	811.1296005414275	-1.1325662938443732	0.48680912414080657	0.004533572118384893	0.01967634403305305
CLRN3	2445.545574231792	-1.0707687792313687	0.4514939751417742	0.00454728445098908	0.01971909836311779
RPS6KA6	310.984868529707	-1.4997688459239358	0.7219940968815499	0.004580516865458721	0.019838533327666136
RP11-466A19.1	20.31461145561218	-1.2657040102069674	0.5500442834772055	0.0045895980915531594	0.019867481945023146
SCRIB	5307.126188355213	1.0246382939326788	0.41937839528419624	0.004600633213143708	0.019899659579294616
ZNRD1	869.7508594715761	1.1939656480043588	0.5174086314991583	0.004624127781378531	0.019980427001133772
NPR1	386.1737175223881	-1.195352506936288	0.5241212643314238	0.0046680541980355615	0.020138729394179967
ZNF233	46.92861329325849	-1.3449345839113953	0.6094750586132655	0.004699325902410163	0.020257822323133536
ZNF711	306.49546758761267	-1.078602025584299	0.45479406935930716	0.004703155891539289	0.020269061077031646
CETP	31.183173759171357	1.2553348148457186	0.5683939200612617	0.004723488056417039	0.020337605777494345
IGHV3-49	1431.3463707468234	-1.8973953983336174	1.0900447573108256	0.004731029642156539	0.020357428950868284
MICU3	35.609504481896906	-1.6545295432183047	0.8170901966469017	0.004733250014800804	0.02036169711791418
SLCO3A1	845.1631804045412	1.3176584874064308	0.5969725876395225	0.004735291564852408	0.020365194002965402
RMI2	540.5514715765903	1.1155188374477383	0.4768992624813391	0.004740530161203339	0.020382435128909297
ARRDC1	3275.9736423878394	1.0864362770083635	0.4566789089838343	0.004764500078255997	0.020474873942725732
TNNT2	20.016359621334793	1.2928132726143815	0.5944078313273139	0.004771575396979455	0.020499964283290425
RPL35	17717.601236963194	1.1307012863232093	0.4811668246737876	0.004781247146177653	0.020536193689529567
S1PR5	15.46471646085711	1.2624466626688782	0.5624046228534962	0.004794478599362082	0.020583633127355935
NOSIP	3603.585807208162	1.3163169434787114	0.5959285171477775	0.0047947757167252645	0.020583633127355935
ZNF415	109.68166634923014	-1.2774337646599634	0.5707936132918394	0.004808391660501852	0.02063139833622009
ATG101	1146.6045065583028	1.027374214038687	0.42846662537455865	0.004813899340657745	0.020644341933092402
AC007773.2	17.00874838614856	1.893556778330682	1.0328167376475814	0.004812878573522048	0.020644341933092402
SGOL1	142.13246101522918	1.1480957356977548	0.494125930489498	0.004816349594911195	0.020649507122517605
